问题,来源,重写查询,重写三元组,重写问答对,重写文本段落
在2023年上海市高中阶段学校招生政策中，针对现役于一类、二类艰苦边远地区或三类岛屿部队的军人子女，其可享受的具体加分分值是多少？此外，这类加分资格需要由哪个官方机构负责审核并出具证明材料？,848,,,,
哎，上海今年中考，那些在艰苦地区当兵的军人孩子能加多少分啊？证明要找哪个部门开？,848,,,,
2023年上海市中考中，因公牺牲军人子女可享受的加分分值是多少？其相关证明应由哪个单位出具？,849,,,,
军人子女中考加分多少？证明单位是哪里？,849,,,,
根据2023年上海市高中招生政策，因公牺牲军人的子女在升学时可获得的具体加分额度是多少？负责审核并开具此类加分证明的政府机构名称是什么？,849,,,,
上海今年中考，军人子女如果爸爸是因公牺牲的，能加多少分啊？这种证明要找哪个部门开呢？,849,,,,
"""请问2023年上海市高中阶段招生中，一至四级残疾军人子女的加分分值是多少？相关证明应由哪个单位出具？""",850,,,,
"""一至四级残疾军人子女2023上海中考加分多少？证明单位？""",850,,,,
"""根据上海市2023年高中阶段招生政策，一至四级残疾军人的子女在录取时能享受的具体加分额度是多少？需要提供何种证明材料，且该证明的审核及出具单位是哪个政府部门？""",850,,,,
"""哎，你知道今年上海中考里，伤残军人小孩能加多少分吗？要哪个部门开证明啊？""",850,,,,
在2023年上海市高中阶段学校招生中，符合平时二等功或战时三等功及以上荣誉的现役军人子女可获多少加分？相关证明需由哪个单位出具？,851,,,,
现役军人子女2023年上海中考加分政策及证明单位？,851,,,,
2023年上海市针对现役军人子女的高中招生加分政策中，若父母在服役期间曾于平时获二等功或战时获三等功及以上荣誉，其子女可享受的具体加分分值是多少？此外，负责出具此类荣誉证明的官方机构名称是什么？,851,,,,
上海中考给军人子女加分咋算的？要是家长立过二等功或者打仗时拿了三等功，能加10分吗？这证明得找哪个单位开啊？,851,,,,
"""2023年上海市高中阶段学校招生中，英雄模范及因公牺牲、一至四级因公伤残消防救援人员子女的加分分值是多少？相关证明由哪些单位出具？""",852,,,,
"""上海消防英烈子女中考加分多少？证明单位？""",852,,,,
"""根据2023年上海市高中招生政策，消防救援英模和因公牺牲/致残人员子女的中考加分具体如何规定？加分分值是多少？需要提供哪些证明材料，具体由哪个主管部门审核认证？""",852,,,,
"""哎你知道吗？上海那些消防英雄的娃中考能加多少分啊？要开证明的话得找哪个单位？""",852,,,,
请问2023年上海市高中阶段学校招生中，驻边远艰苦地区等在职消防救援人员子女可获得的加分分值是多少？其证明单位是哪个部门？,853,,,,
驻边远艰苦地区消防救援人员子女2023年上海中考加多少分？证明单位？,853,,,,
根据2023年上海市高中阶段学校招生政策，驻守边远艰苦地区的在职消防救援人员子女在报考时能享受多少分的加分？申请该加分需要由哪个具体单位出具证明材料？,853,,,,
2023年上海中考，那些在偏远地区工作的消防员的孩子能加多少分啊？证明要找哪里开？,853,,,,
2023年上海市高中阶段招生中，全国公安系统一级、二级英雄模范的子女可享受多少分的加分政策？其所需证明材料由哪个单位出具？,854,,,,
公安英模子女2023年上海中考加多少分？证明单位是哪里？,854,,,,
根据上海市2023年高中阶段招生政策，全国公安系统一级和二级英雄模范的子女在升学时是否有加分优待？若有，具体加分分值是多少？此外，此类加分资格需通过哪个单位开具的证明材料来确认？,854,,,,
今年上海中考，公安英雄模范家的孩子能加多少分啊？证明要找哪个单位开？,854,,,,
请问在2023年上海市高中阶段学校招生中，因公牺牲的公安民警子女可获得的加分是多少分？该加分的证明单位是哪个部门？,855,,,,
公安烈士子女中考加多少分？谁证明？,855,,,,
2023年上海市针对因公殉职的公安民警子女在中考录取时是否有特殊照顾政策？具体加分分值是多少？申请这一加分需要哪个单位提供的证明材料？,855,,,,
听说公安民警因公牺牲的话，他们孩子中考能加分，具体加多少分啊？还有，这个证明要找哪个单位开呢？,855,,,,
请问在2023年上海市高中阶段学校招生中，一至四级残疾的公安民警子女可获得的加分分值是多少？其相关证明应由哪个单位出具？,856,,,,
2023年上海中考，一至四级残疾民警子女加分多少？证明单位？,856,,,,
2023年上海市高中阶段招生政策中，针对父母为公安民警且有一至四级伤残的考生，是否有加分优待？具体加分是多少分？相关证明材料需要由哪一级别的公安机关开具？,856,,,,
哎，听说警察因公致残的话，孩子中考能加分？比如一级到四级伤残的，今年上海能加多少分啊？还有这证明得找哪个部门盖章？,856,,,,
2023年上海市高中阶段招生中，归侨青少年、归侨子女及华侨国内子女的加分分值是多少？相关证明应由哪个单位出具？,857,,,,
归侨子女在2023上海中考加多少分？证明单位是哪里？,857,,,,
上海市2023年高中招生政策中，针对归侨青少年、归侨子女以及华侨在国内的子女是否有加分政策？若有，具体加分分值是多少？申请该加分需要提供何种证明材料，且该材料的认证单位是哪个部门？,857,,,,
上海今年中考，归侨家的孩子能加5分是真的吗？要去哪个部门开证明啊？,857,,,,
"""2023年上海市高中阶段招生中，少数民族学生的加分政策具体分值和所需证明材料是什么？""",858,,,,
"""上海少数民族中考生加分多少？证明单位？""",858,,,,
"""根据2023年上海市高中招生政策，少数民族学生能否享受加分优惠？若可以，具体加分值是多少？需要哪些材料作为身份证明？由哪个单位负责审核？""",858,,,,
"""上海少数民族同学中考能加5分是真的吗？要用啥证件证明啊？户口本就行吗？""",858,,,,
在2023年上海市高中阶段学校招生中，台湾省学生可享受多少分的加分政策？其证明应由哪个单位出具？,859,,,,
台生2023年上海中考加分分数及证明单位？,859,,,,
2023年上海市高中招生政策对台湾省学生是否有加分优惠？具体加分分值是多少？申请时需由何种机构提供证明材料？,859,,,,
台湾学生今年在上海中考能加多少分啊？证明要找哪个部门开？,859,,,,
2023年上海市高中阶段学校招生中，符合在国外连续生活满5年且处于国内语言文字适应期（3年）内的留学回国人员随归子女，可享受多少加分？其证明材料应由哪个单位出具？,860,,,,
留学人员随归子女国外生活满5年且国内适应期内，2023上海中考加分多少？证明单位是哪里？,860,,,,
请问针对来本市落户的留学回国人员子女，若其在国外连续居住满5年且目前处于国内语言文字适应期的前3年内，这类学生在2023年上海高中招生时具体能获得多少分的政策加分？此外，这一加分需要由哪个特定部门或机构出具相关证明文件？,860,,,,
哎，我朋友孩子从国外回来，在国外待了5年多，现在刚回国还在适应期，明年中考能加多少分啊？这种证明得找哪个部门开？,860,,,,
2023年上海市高中招生中，持有效期一年及以上《上海市海外人才居住证》的留学人员随归子女，若在国外连续生活满5年且处于国内语言文字3年适应期内，可获多少加分？证明由哪个单位出具？,861,,,,
随归子女满足条件在2023年上海中考加多少分？证明单位是哪里？,861,,,,
根据上海市教育政策，留学人员持有长期有效的海外人才居住证，其随归子女需符合在国外连续居住满5年且当前处于国内语言适应期（3年）的条件，这类学生在2023年高中阶段招生时可享受怎样的加分待遇？具体由哪个部门负责审核并开具相关证明？,861,,,,
哎，留学人员的孩子如果跟着回上海，在国外待满五年了，现在还在适应中文的阶段，今年中考能加5分对吧？这证明得找人社局哪个部门办啊？,861,,,,
2023年上海市高中招生中，除特定类别外的现役军人及在职消防救援人员子女可享受何种录取优待政策？相关证明应由哪些单位出具？,862,,,,
上海现役军人和消防员子女中考政策及证明单位是什么？,862,,,,
在2023年上海市高中阶段学校招生政策中，针对非特定类别的现役军人子女和在职消防救援人员子女，具体的教育优待措施包括哪些内容？其实施方式是怎样的？需由哪些官方机构负责审核并出具资格证明？,862,,,,
上海中考里，军人家庭和消防员家的孩子有啥加分政策吗？要办证明的话得找哪个部门啊？,862,,,,
2023年上海市中招政策性照顾加分的申请流程和截止日期是什么？需要满足哪些条件？,863,,,,
中招加分怎么申请？,863,,,,
上海市中招加分政策的具体申请要求有哪些？包括项目类别、资格审核流程、公示制度以及多项加分是否累计？2023年的截止日期是何时？,863,,,,
