问题,来源,考试类型
主考高校的专业分类有哪些，各自的定义和报考建议是什么？,939,['自学考试_自学考试']
如何理解专业表中不同类别（如优势/预警/停考过渡专业）的区别？,939,['自学考试_自学考试']
报考时遇到的优势、常规、预警、停考过渡专业分别代表什么含义？,939,['自学考试_自学考试']
主考高校停考专业的过渡期最长是多久？,940,['自学考试_自学考试']
停考过渡专业的学生还能在多少年内申请毕业证书？,940,['自学考试_自学考试']
停考专业在过渡期内会持续安排考试多少年？,940,['自学考试_自学考试']
专业停考后未完成全部课程的考生该如何处理剩余科目？,941,['自学考试_自学考试']
考生在原省市无法继续完成已停考专业的考试，能否申请异地考试？,941,['自学考试_自学考试']
已停考专业的未通过课程是否有转考其他地区的途径？,941,['自学考试_自学考试']
办理自考省际转考成绩转出需要遵循哪些步骤和条件？,942,['自学考试_自学考试']
自学考试转出成绩的受理时间是什么时候？,942,['自学考试_自学考试']
哪些情况下考生无法办理自考成绩转出手续？,942,['自学考试_自学考试']
省级转考申请的审批通常在每年的什么时间完成？,943,['自学考试_自学考试']
市考试院对转考申请的审批一般几月份结束？,943,['自学考试_自学考试']
每年的转考流程中，市考试院何时会完成审批？,943,[]
省级转考成绩转入的受理时间段是什么时候？,944,['自学考试_自学考试']
本市考生能否中途到其他省（区、市）借考并转入成绩？,944,['高考学考_秋考']
转入成绩后在本市申请毕业需要满足哪些课程成绩条件？,944,['自学考试_自学考试']
如何查询上海自学考试主考高校的地址和电话？,945,['自学考试_自学考试']
2023年自学考试主考高校的联系方式在哪里下载？,945,['自学考试_自学考试']
报名公告后附的《主考高校联系方式及开考专业》包含哪些信息？,945,['自学考试_自学考试']
"""选择自考专业时应考虑哪些个人因素？""",946,['自学考试_自学考试']
"""如何查询上海自学考试主考高校的专业信息？""",946,['自学考试_自学考试']
"""上海市自考专业分类表可以在哪个网站查阅？""",946,['自学考试_自学考试']
报考上海自考需要满足哪些户籍或居住条件？,947,['自学考试_自学考试']
上海自学考试对考生的年龄有限制吗？,947,['自学考试_自学考试']
非上海户籍人员能否报名参加上海的自学考试？,947,['自学考试_自学考试']
申请自考专升本毕业时是否需要专科毕业证？,948,['自学考试_自学考试']
哪些专升本专业要求必须先取得专科学历才能报考？,948,['高考学考_其他考试—专升本考试']
自考本科在读专科期间可以报考吗？,948,['自学考试_自学考试']
上海市自学考试报名需要线下办理吗？,949,['自学考试_自学考试']
如何通过网上平台报名上海的自学考试？,949,['自学考试_自学考试']
上海招考热线网站是自学考试的报名入口吗？,949,['自学考试_自学考试']
自考报名信息应该通过哪个网站查询？,950,['自学考试_自学考试']
2024年上半年的自考报名具体是哪几天？,950,['自学考试_自学考试']
自考报名期间每天的开放时段是几点到几点？,950,['自学考试_自学考试']
如果错过了自考的报名时间，还能补报吗？,951,['自学考试_自学考试']
自学考试是否有第二次报名机会？,951,['自学考试_自学考试']
自考报名结束后还能补报吗？,951,['自学考试_自学考试']
缴费后如何申请退款？,952,[]
完成支付后想取消报名，应该联系谁？,952,[]
报名费支付后有问题该找哪个部门处理？,952,[]
如果考试当天因故缺席，能否退回报考费用？,953,[]
因突发疾病无法参加考试，报考费会退还吗？,953,[]
缺考的情况下是否可以申请退还报名费？,953,[]
申请自考课程免考需要满足哪些基本条件？,954,['自学考试_自学考试']
自考免考申请的审核流程和时间节点是什么？,954,['自学考试_自学考试']
办理免考手续时需要提交哪些证明材料？,954,['自学考试_自学考试']
自考的教材和考试大纲可以通过哪些官方渠道查询？,955,['自学考试_自学考试']
上海的自学考试考纲信息发布在什么地方？,955,['自学考试_自学考试']
想了解自考教材和大纲，应该关注哪些公告？,955,['自学考试_自学考试']
自考教材的购买途径有哪些？,956,['自学考试_自学考试']
哪里能在线购买自学考试的指定教材？,956,['自学考试_自学考试']
博益网是购买自考教材的官方网站吗？,956,['自学考试_自学考试']
如何获取上海市高等教育自学考试的准考证？,957,['自学考试_自学考试']
2023年下半年自考准考证的下载开始时间是什么时候？,957,['自学考试_自学考试']
上海招考热线网站中准考证下载的入口路径是什么？,957,[]
如何查询上海市自学考试的考场规则和答题要求？,958,['自学考试_自学考试']
上海自考考生可以通过哪些渠道获取考试注意事项？,958,['自学考试_自学考试']
在哪里能找到20XX年上海自考的《考场规则》和《答题注意事项》文件？,958,['自学考试_自学考试']
考生迟到超过多少分钟将被禁止进入考场参加考试？,959,[]
考试开始后，允许考生进入考场的最后时限是多久？,959,[]
考生最早可以在考试结束前多久交卷离场？,959,[]
考生如果忘记带身份证，可以使用哪些证件进入考场？,960,[]
考试期间电子身份证是否有效？,960,[]
进入考点的有效证件有哪些？,960,[]
哪些自学考试课程允许使用计算器？,961,['自学考试_自学考试']
上海自考禁止携带什么类型的计算器？,961,['自学考试_自学考试']
如何查询上海市自考允许使用计算器的具体规定？,961,['自学考试_自学考试']
智能手环是否允许被带入高考考场？,962,['高考学考_秋考']
考生能否携带蓝牙耳机进入考点？,962,"['证书考试_全国大学英语四、六级考试（CET)', '证书考试_全国中小学教师资格考试笔试', '证书考试_全国计算机等级考试（NCRE)', '证书考试_上海市高校信息技术水平考试', '高考学考_秋考', '高考学考_春考', '高考学考_艺术类统一考试', '高考学考_体育类统一考试', '高考学考_三校生高考', '高考学考_专科自主招生', '高考学考_高中学业水平考试', '高考学考_中职校学业水平考试', '中考中招_中考中招', '研考成考_研究生招生考试', '研考成考_成人高考']"
参加考试时，手机需要放在考场外吗？,962,[]
残疾考生申请的合理便利中包含的轮椅或助听器等设备能否顺利通过安检？,963,"['高考学考_秋考', '高考学考_春考', '高考学考_艺术类统一考试', '高考学考_体育类统一考试', '高考学考_三校生高考', '高考学考_专科自主招生', '高考学考_高中学业水平考试', '高考学考_中职校学业水平考试', '高考学考_其他考试—专升本考试', '高考学考_其他考试—普通高校联合招收华侨港澳台考试', '研考成考_研究生招生考试', '研考成考_成人高考', '证书考试_全国大学英语四、六级考试（CET)', '证书考试_全国中小学教师资格考试笔试', '证书考试_全国计算机等级考试（NCRE)', '证书考试_上海市高校信息技术水平考试']"
根据秋考94问，残障考生携带的拐杖或人工耳蜗是否允许在安检时正常使用？,963,['高考学考_秋考']
需要合理便利的考生，其医疗辅助器具（如轮椅）在考场安检时是否有例外政策？,963,[]
有身体不便的考生应如何申请考试便利安排？,964,[]
若考生需要特殊考试支持（如听力障碍或行动不便），应提前联系哪个部门？,964,[]
